cycle,mode,lli_pct,normal_sei_loss_ah,sei_on_cracks_loss_ah,total_sei_loss_ah,sei_loss_ah,total_plated_lithium_ah,dead_lithium_ah,reversible_plated_lithium_ah,plating_loss_ah,dead_lithium_loss_ah,negative_sei_thickness_m,negative_sei_on_cracks_thickness_m,negative_electrode_min_potential_v,temperature_max_k,ambient_temperature_k,temperature_rise_max_k,negative_lam_pct,positive_lam_pct,negative_porosity,positive_porosity,negative_active_material_fraction,positive_active_material_fraction
32,virtual,0.254256691873735,0.014472628075846379,0.03515988727513138,0.049632515350977756,0.049632515350977756,0.003259156115108151,0.003234232349393952,2.4923765714199124e-05,0.003259156115108151,0.003234232349393952,2.1111709364984264e-08,2.0507592874785406e-08,-0.2218587471703949,327.0907417584417,296.15,30.94074175844173,0.009470070217972193,0.011502889333698363,0.22859823934168158,0.33499999999999996,0.7499289744733653,0.6649235057859311
33,virtual,0.2594165706165086,0.014751778049197563,0.035708139862432944,0.05045991791163051,0.05045991791163051,0.003332127494636517,0.0033073222768379247,2.4805217798592235e-05,0.003332127494636517,0.0033073222768379247,2.1422528233188373e-08,2.0827216460788217e-08,-0.22195326697368156,327.01745586281703,296.15,30.867455862817053,0.009765110256537923,0.011849504655415899,0.22824038047088585,0.33499999999999996,0.749926761673076,0.6649212007940417
34,virtual,0.26451983605285534,0.015027070904638593,0.03624837639374215,0.05127544729838074,0.05127544729838074,0.0034048732544865613,0.003380185108749218,2.468814573734334e-05,0.0034048732544865613,0.003380185108749218,2.172905508127138e-08,2.1142160085143904e-08,-0.22300941857250317,326.95016677638387,296.15,30.80016677638389,0.010060132939401,0.012195444766575747,0.22788760918834056,0.33499999999999996,0.7499245490029546,0.6649189002923025
35,virtual,0.269557524948425,0.015298671585103951,0.03678095789842369,0.052079629483527644,0.052079629483527644,0.0034765737210333872,0.0034520010242068064,2.457269682658086e-05,0.0034765737210333872,0.0034520010242068064,2.203147349067494e-08,2.1452634418444827e-08,-0.22215440105882953,326.9030591530313,296.15,30.7530591530313,0.010355138276921139,0.012540747979272737,0.22753974820680037,0.33499999999999996,0.7499223364629232,0.664916604025938
36,virtual,0.2740599629958922,0.015567487839153741,0.037307696515223775,0.05287518435437752,0.05287518435437752,0.003512231678594266,0.003487773727973342,2.4457950620923857e-05,0.003512231678594266,0.003487773727973342,2.2330793961810362e-08,2.175969647362163e-08,-0.22226352463369872,328.3383185957886,296.15,32.188318595788644,0.010650126724698339,0.012883050917238847,0.22719766351791684,0.33499999999999996,0.7499201240495649,0.6649143277114006
37,virtual,0.278987078010033,0.015832131641776107,0.03782590315189939,0.053658034793675494,0.053658034793675494,0.003582913676412181,0.0035585685357334123,2.4345140678768817e-05,0.003582913676412181,0.0035585685357334123,2.2625471264915348e-08,2.2061777944564547e-08,-0.23274114747181776,326.79050302383223,296.15,30.640503023832252,0.010945095703178254,0.013227050800551865,0.22685897860349313,0.33499999999999996,0.7499179117822262,0.6649120401121765
38,virtual,0.28385983404483284,0.016093504928371746,0.03833737331772398,0.05443087824609573,0.05443087824609573,0.003652944641745984,0.0036287107057576297,2.4233935988354337e-05,0.003652944641745984,0.0036287107057576297,2.2916509430507488e-08,2.235992614029682e-08,-0.22249118293755393,326.73709554192794,296.15,30.587095541927965,0.011240047112394791,0.013570425490371463,0.22652460834199462,0.33499999999999996,0.7499156996466572,0.6649097566704892
39,virtual,0.2886829565428002,0.01635173100639981,0.03884237366843738,0.055194104674837194,0.055194104674837194,0.0037225457558409405,0.0036984217859662234,2.4123969874717023e-05,0.0037225457558409405,0.0036984217859662234,2.320404569751188e-08,2.265429666773208e-08,-0.2226019562483276,326.6801529120396,296.15,30.530152912039625,0.011534980848054488,0.013913164647590293,0.2261943732467766,0.33499999999999996,0.7499134876436397,0.6649074774550937
40,virtual,0.29345988849911464,0.01660692640540844,0.039341155263514456,0.0559480816689229,0.0559480816689229,0.0037918512267743087,0.003767836161773774,2.401506500053453e-05,0.0037918512267743087,0.003767836161773774,2.3488209760987448e-08,2.2945036033138542e-08,-0.22275054790915544,326.62107115416114,296.15,30.471071154161166,0.011829896822675323,0.014255265391085459,0.22586810843479002,0.33499999999999996,0.74991127577383,0.6649052024851495
41,virtual,-0.4045336139275548,0.016863575170879212,0.03984249617349272,0.05670607134437193,0.05670607134437193,-0.04728911904394465,0.0033632405244945762,-0.05065235956843923,-0.04728911904394465,0.0033632405244945762,2.377399319415746e-08,2.3237264610739054e-08,-0.22283379566913045,330.56441353490175,296.15,34.41441353490177,0.012123686261389821,0.014590131508356308,0.22850476745118337,0.33499999999999996,0.7499090723530397,0.6649029756254696
